,Kurtosis Value
review_rating,-1.7751800806486846
review_likes,0.0
review_timestamp_month,-0.9233848164413452
review_timestamp_year,20.90083163584945
review_timestamp_day_of_month,-1.2004332909277862
review_text_id,-1.1959455471951044
author_name_id,-1.1615868578967923
