,Kurtosis Value
price,144.07811423348565
beds,-0.8275134712065646
baths,0.7885231046817998
square_feet,0.738179823675079
lot_size,4.50849612436231
days_on_market,0.9291600108690488
latitude,-0.06232324230353514
longitude,-0.47678507393545777
url_source_id,-0.7733510229508895
zip_or_postal_code_id,-1.2601260803533747
state_or_province_id,0.0
sales_status_id,476.2642277257747
property_type_id,8.262655051382179
sale_type_id,760.8058956436978
