,Kurtosis Value
age,-1.1992261338868055
quantity,-1.2749480367180037
selling_price_per_unit,0.4871760590546348
cost_price_per_unit,0.8266522068885487
invoice_date_month,5.326664531469596
invoice_date_year,0.0
invoice_date_day_of_month,1.866014115803225
state_name_id,-1.3683497374675007
category_id,-0.8328574611235537
payment_method_id,-1.1794750291769442
shopping_mall_id,-1.4310989473242035
region_id,-1.1206381334935431
gender_id,-1.838824909452233
