,Kurtosis Value
mailing_city_id,-1.1249543482847277
mailing_state_id,-0.7736319448544786
loa_name_id,-0.21747914314522365
first_name_id,-1.1994739227816995
last_name_or_business_name_id,-0.21554297628611385
zip_id,-0.1989531511662488
