,Kurtosis Value
num_of_units,11.414336563617626
total_weight_in_lbs,7.401141078445338
total_cost,177.6725273758775
agency_id,-1.1708297638610234
food_product_group_id,-0.7406842732808876
vendor_id,1.580242269118525
food_product_category_id,-0.9340786307993465
distributor_id,-0.7248047171371756
timeperiod_id,-1.053794214180495
