,Kurtosis Value
paymenttier,1.912202566077493
experienceincurrentdomain,-0.9694134588793797
leaveornot,-1.5681957436199951
age_id,-1.5529149915991516
education_id,2.533626697934854
city_id,-1.4724459595823196
gender_id,-1.8441458599819998
everbenched_id,4.855305678134388
joiningyear_id,-1.4441074042285111
